record_id,timestamp,warehouse_id,zone_id,rack_id,product_id,rfid_read_count,inventory_level,inventory_movement,incoming_items,outgoing_items,inventory_accuracy_pct,forecasted_demand,storage_utilization_pct,storage_allocation_score,available_storage_space_pct,order_queue_length,order_picking_time_min,packing_time_min,order_completion_time_min,conveyor_speed_mps,conveyor_vibration_mmps,motor_temperature_c,equipment_load_pct,energy_consumption_kwh,machine_runtime_hr,sensor_battery_pct,equipment_health_index,maintenance_alert,worker_count,worker_movement_index,forklift_count,forklift_utilization_pct,congestion_level_pct,obstacle_detection,safety_compliance_pct,warehouse_activity_score,temperature_c,humidity_pct,air_quality_index,dust_level_ugm3,lighting_lux,noise_level_db,predicted_equipment_failure,resource_utilization_pct,warehouse_operation_status
3417,2024-05-20 23:53:00,WH_01,Zone_C,RACK_024,PROD_00529,101,482,91,137,141,96.58,411,70.91,60.63,3.74,62,17.53,11.08,32.24,2.13,4.65,58.04,33.34,563.99,17.0,75.51,65.92,Yes,54,0.33,4,20.4,39.92,Not Detected,85.39,98.34,31.34,64.48,24,42.78,490,58.58,0.522,51.11,Optimized
3418,2024-01-22 15:24:00,WH_05,Zone_A,RACK_033,PROD_00194,230,463,57,108,116,93.66,882,45.19,95.01,9.92,70,13.39,14.27,33.4,2.06,1.22,38.86,44.37,427.36,16.22,48.53,64.54,Yes,18,0.5,16,65.15,11.19,Detected,93.72,73.83,19.34,63.7,84,49.93,587,92.05,0.572,75.66,Optimized
3419,2024-01-21 03:45:00,WH_04,Zone_B,RACK_069,PROD_00469,38,652,199,144,153,93.49,96,83.35,90.55,15.97,67,14.59,7.14,27.86,1.59,4.55,65.77,60.13,890.98,20.08,40.03,93.63,No,11,0.27,9,55.89,30.6,Not Detected,80.92,49.61,25.56,73.09,99,33.11,421,52.54,0.261,90.28,Optimized
3420,2024-09-08 03:51:00,WH_04,Zone_D,RACK_027,PROD_00168,229,894,151,169,140,99.82,296,62.33,82.68,23.98,60,1.8,6.52,11.01,2.5,1.39,77.36,94.08,686.58,9.24,63.0,86.03,Yes,31,0.91,4,72.17,99.88,Not Detected,88.42,59.55,21.5,47.53,64,59.36,508,82.53,0.854,96.01,Optimized
3421,2024-12-29 23:35:00,WH_06,Zone_D,RACK_024,PROD_00016,116,32,109,171,25,96.17,87,70.3,66.06,12.01,65,5.52,3.55,10.14,3.1,2.64,66.1,76.98,145.71,21.8,85.83,60.27,No,54,0.25,4,63.19,93.6,Detected,96.09,50.37,25.17,58.22,150,18.7,458,56.88,0.143,61.38,Optimized
3422,2024-03-06 11:26:00,WH_08,Zone_A,RACK_060,PROD_00161,45,55,269,34,83,92.31,180,47.88,68.7,20.09,67,2.67,13.29,19.84,3.03,0.92,79.12,94.01,741.74,15.79,44.29,65.3,Yes,44,0.41,14,86.17,53.56,Detected,80.45,53.88,19.14,73.58,63,18.62,852,82.62,0.156,59.71,Optimized
3423,2024-07-13 01:25:00,WH_07,Zone_B,RACK_064,PROD_00249,213,611,259,2,66,95.98,278,96.98,70.52,2.37,39,5.9,3.78,17.13,2.53,0.9,82.12,36.15,886.62,11.65,87.66,77.87,No,11,0.3,1,50.96,5.59,Detected,90.67,82.67,32.45,74.83,125,58.12,654,74.19,0.051,96.99,Optimized
3424,2024-02-28 23:58:00,WH_08,Zone_B,RACK_019,PROD_00595,245,128,200,150,122,94.56,532,59.75,65.7,32.35,36,9.51,2.73,17.73,3.14,2.41,66.96,85.07,679.41,12.82,68.71,80.8,No,16,0.54,6,90.13,27.92,Detected,94.33,16.58,22.61,44.5,123,49.8,777,49.23,0.474,96.58,Optimized
3425,2024-05-29 12:37:00,WH_09,Zone_B,RACK_076,PROD_00569,113,287,141,35,79,90.34,492,47.66,93.0,52.22,69,16.64,4.1,22.82,0.89,0.6,41.26,33.17,871.88,11.17,98.25,81.44,No,29,0.45,5,21.42,96.12,Detected,97.87,28.75,26.42,59.77,127,27.98,438,76.66,0.136,79.18,Optimized
3426,2024-07-25 20:48:00,WH_10,Zone_F,RACK_076,PROD_00041,277,701,148,165,155,91.16,70,88.16,99.2,9.53,13,15.67,5.0,25.79,2.96,0.66,43.73,66.01,470.65,23.99,85.34,94.98,No,6,0.28,4,89.0,18.32,Detected,92.97,44.85,24.14,38.9,125,10.9,887,47.76,0.18,93.69,Optimized
3427,2024-04-12 06:50:00,WH_03,Zone_F,RACK_009,PROD_00251,77,578,6,55,42,99.14,747,46.42,73.86,30.26,7,7.16,10.4,21.94,2.11,4.21,29.17,24.58,371.38,19.07,37.45,92.59,Yes,59,0.45,12,73.14,39.65,Not Detected,99.21,13.52,26.65,74.99,100,10.49,953,57.74,0.888,84.59,Optimized
3428,2024-02-23 18:38:00,WH_05,Zone_A,RACK_079,PROD_00125,39,540,140,148,65,91.94,408,82.2,95.35,21.54,39,3.6,10.46,17.11,2.89,5.31,62.41,64.27,314.88,14.88,61.61,55.17,No,7,0.28,13,52.94,79.76,Detected,81.88,50.83,29.86,71.49,51,58.11,925,67.17,0.559,89.65,Optimized
3429,2024-11-07 23:56:00,WH_10,Zone_D,RACK_020,PROD_00482,75,416,59,84,107,91.09,271,59.82,90.77,20.88,69,2.44,3.88,8.39,1.68,0.23,48.91,91.17,134.26,6.31,80.14,90.78,Yes,48,0.62,3,95.3,36.23,Not Detected,82.96,82.96,32.95,43.98,35,56.23,939,78.68,0.824,74.62,Optimized
3430,2024-10-26 09:00:00,WH_05,Zone_A,RACK_048,PROD_00057,132,428,99,58,173,97.22,162,50.76,97.83,50.05,41,5.28,13.62,20.2,3.05,3.36,84.96,20.39,283.19,14.58,35.02,68.83,No,57,0.83,18,67.87,87.01,Detected,76.09,62.99,33.87,44.08,136,30.86,785,36.84,0.218,53.6,Optimized
3431,2024-11-16 07:42:00,WH_06,Zone_E,RACK_065,PROD_00299,96,890,280,30,46,99.0,342,98.09,63.48,19.1,39,16.6,9.62,28.07,2.54,4.32,39.34,70.86,578.28,20.15,91.89,67.77,Yes,28,0.31,13,78.36,70.28,Detected,80.64,53.68,24.19,37.62,42,36.15,425,36.02,0.775,72.59,Optimized
3432,2024-02-13 01:03:00,WH_06,Zone_C,RACK_067,PROD_00130,130,696,220,20,128,97.23,699,70.63,91.64,58.16,47,3.71,5.51,13.66,2.62,2.31,72.92,70.56,556.82,23.31,48.29,97.21,No,45,0.61,13,41.59,47.09,Not Detected,85.47,12.16,28.45,41.42,103,54.96,745,91.79,0.533,79.3,Optimized
3433,2024-04-01 16:29:00,WH_07,Zone_A,RACK_001,PROD_00276,211,675,274,93,26,94.34,572,62.32,75.95,6.31,26,9.41,11.62,27.63,2.45,2.4,52.48,26.08,380.62,5.63,31.33,70.54,Yes,37,0.46,1,70.89,32.05,Not Detected,94.33,65.03,23.15,54.96,120,35.93,312,73.79,0.084,63.86,Optimized
3434,2024-08-30 13:44:00,WH_02,Zone_B,RACK_038,PROD_00212,244,310,60,96,60,97.22,773,89.81,85.81,8.79,36,2.1,6.39,11.38,1.94,1.08,68.66,26.57,106.84,17.04,42.84,81.32,No,16,0.5,12,32.91,0.88,Not Detected,78.18,34.11,33.32,68.02,37,10.37,712,81.01,0.557,95.96,Optimized
3435,2024-06-11 04:49:00,WH_02,Zone_E,RACK_024,PROD_00385,132,232,200,171,102,93.79,398,88.0,61.43,26.71,29,15.95,2.98,20.65,1.57,1.76,79.07,62.02,692.5,23.75,55.11,99.07,No,55,0.37,13,43.53,29.98,Not Detected,76.1,26.08,26.17,53.05,63,17.27,679,68.04,0.769,88.67,Optimized
3436,2024-09-05 13:20:00,WH_09,Zone_C,RACK_024,PROD_00074,293,714,254,120,88,98.65,218,78.45,82.89,46.73,28,4.73,9.94,21.73,2.16,0.89,45.1,40.95,946.61,21.99,32.99,62.01,No,6,0.78,2,88.89,80.2,Detected,97.7,85.38,30.23,68.28,119,48.17,887,87.04,0.152,92.51,Optimized
3437,2024-04-30 13:07:00,WH_03,Zone_C,RACK_050,PROD_00467,153,64,271,57,41,98.71,678,74.58,81.3,34.02,50,4.67,5.79,13.5,1.77,2.32,60.36,95.27,573.56,8.68,26.0,73.43,No,34,0.64,13,49.85,47.97,Not Detected,78.14,24.99,25.9,36.54,68,53.3,825,85.95,0.746,80.46,Optimized
3438,2024-10-08 07:09:00,WH_09,Zone_C,RACK_048,PROD_00252,147,461,204,38,128,91.62,691,82.14,91.12,46.55,35,16.75,14.31,34.07,1.47,3.77,59.33,28.17,399.19,10.29,60.74,68.9,Yes,43,0.5,18,22.27,64.1,Detected,85.89,96.53,20.01,67.05,20,18.61,991,65.91,0.451,94.48,Optimized
3439,2024-03-13 18:43:00,WH_06,Zone_C,RACK_001,PROD_00371,180,792,114,153,133,99.65,451,47.26,76.45,41.22,40,1.67,10.41,18.02,2.27,1.1,35.47,76.85,385.8,16.09,42.9,94.94,Yes,40,0.66,3,52.42,32.96,Not Detected,89.18,84.28,28.71,48.31,146,15.37,997,74.41,0.554,63.97,Optimized
3440,2024-11-16 01:57:00,WH_10,Zone_A,RACK_028,PROD_00500,28,183,268,141,91,95.77,547,59.85,71.34,38.5,58,9.75,12.05,26.5,3.18,4.87,30.53,70.56,525.78,9.73,65.71,95.2,No,23,0.49,17,27.9,52.87,Not Detected,82.06,25.88,25.66,35.87,132,9.23,589,85.86,0.052,90.01,Optimized
3441,2024-05-15 10:47:00,WH_03,Zone_B,RACK_001,PROD_00597,143,128,56,83,5,93.0,122,52.17,71.08,10.27,46,13.41,12.3,27.95,1.29,1.7,29.12,88.36,474.75,5.77,32.96,69.47,Yes,49,0.95,5,55.09,21.32,Detected,96.98,97.3,20.79,71.78,70,35.02,728,94.05,0.287,92.03,Optimized
3442,2024-02-21 09:20:00,WH_09,Zone_B,RACK_066,PROD_00140,88,628,204,3,28,92.73,771,78.54,95.64,58.7,56,12.38,2.24,20.9,2.57,3.36,42.36,98.66,100.77,17.63,89.9,75.28,No,27,0.97,2,54.73,35.35,Not Detected,86.15,33.66,30.39,43.85,21,5.92,327,47.28,0.885,93.12,Optimized
3443,2024-01-26 11:03:00,WH_08,Zone_A,RACK_010,PROD_00115,270,835,72,128,129,96.69,179,94.57,99.88,59.94,62,2.81,13.94,18.44,3.48,4.64,35.87,44.5,688.8,6.78,49.45,72.45,Yes,10,0.64,14,47.78,92.17,Not Detected,83.55,65.02,18.37,54.63,102,38.29,518,91.38,0.892,95.5,Optimized
3444,2024-11-04 20:04:00,WH_02,Zone_A,RACK_017,PROD_00353,297,418,146,20,7,94.31,696,62.67,91.29,4.64,65,8.59,11.61,23.34,1.04,1.53,44.69,90.27,869.27,8.7,94.63,78.67,No,31,0.57,15,83.6,67.43,Detected,96.4,50.58,25.11,52.25,119,38.18,345,73.72,0.739,63.75,Optimized
3445,2024-03-27 10:16:00,WH_06,Zone_F,RACK_058,PROD_00510,106,405,38,85,7,98.33,347,98.29,73.26,19.36,44,1.51,14.61,17.92,0.94,0.49,85.36,60.86,696.46,20.18,89.01,60.27,Yes,21,0.79,15,52.3,11.39,Not Detected,91.33,24.74,19.34,40.9,45,58.37,429,59.12,0.052,75.39,Optimized
3446,2024-11-26 19:58:00,WH_03,Zone_B,RACK_022,PROD_00084,284,867,141,111,109,95.66,143,57.52,98.16,58.05,2,11.07,12.88,31.2,2.03,0.56,42.76,75.56,447.13,7.6,64.53,91.52,No,43,0.87,16,59.26,1.46,Not Detected,93.75,56.11,27.43,41.43,24,44.52,827,89.31,0.778,70.64,Optimized
3447,2024-06-12 22:19:00,WH_03,Zone_E,RACK_064,PROD_00001,282,214,11,127,29,93.84,364,98.61,63.77,4.34,6,10.94,11.77,29.73,2.91,3.08,69.46,27.27,637.21,14.76,32.49,58.21,No,8,0.3,9,94.07,44.41,Detected,93.51,72.57,23.32,46.77,115,31.89,329,85.2,0.168,69.57,Optimized
3448,2024-06-02 08:08:00,WH_09,Zone_E,RACK_054,PROD_00420,136,490,138,116,33,99.37,583,82.16,74.16,6.17,65,8.15,14.76,28.41,1.91,1.75,46.15,98.2,939.58,11.33,40.51,64.27,Yes,35,0.91,8,85.21,10.5,Detected,93.16,54.95,23.69,53.24,71,26.3,664,86.2,0.365,59.36,Optimized
3449,2024-04-27 20:03:00,WH_03,Zone_C,RACK_034,PROD_00250,199,336,112,120,156,98.97,447,73.4,93.61,17.28,28,6.88,10.13,18.82,2.44,3.97,65.55,92.09,361.66,7.58,85.15,80.78,Yes,5,0.81,6,97.65,47.95,Not Detected,76.55,54.36,30.01,68.06,66,59.41,305,77.02,0.984,76.03,Optimized
3450,2024-12-28 19:41:00,WH_10,Zone_F,RACK_050,PROD_00120,261,93,210,133,171,96.82,375,76.23,87.68,51.34,13,15.33,4.86,23.69,3.1,0.23,50.22,70.3,861.39,9.67,50.25,67.62,Yes,16,0.35,1,52.81,25.63,Detected,79.87,13.58,32.07,68.08,45,36.59,615,83.07,0.191,71.73,Optimized
3451,2024-02-15 02:18:00,WH_09,Zone_F,RACK_030,PROD_00545,240,791,28,108,173,98.36,134,82.06,70.17,19.37,67,5.81,14.96,27.98,1.51,3.81,40.9,52.53,874.68,19.29,86.72,95.59,No,41,0.57,2,42.47,30.47,Not Detected,84.58,48.16,18.75,50.89,120,28.93,666,70.37,0.277,80.53,Optimized
3452,2024-11-23 07:28:00,WH_02,Zone_D,RACK_040,PROD_00328,182,309,18,110,180,95.37,300,83.12,93.16,53.61,63,10.28,2.97,20.56,3.36,3.73,26.57,20.04,499.18,15.24,30.98,90.88,Yes,11,0.68,5,39.5,51.28,Not Detected,97.33,13.35,26.25,36.55,92,57.46,822,86.58,0.017,52.16,Optimized
3453,2024-08-23 03:12:00,WH_03,Zone_C,RACK_035,PROD_00304,132,138,86,172,77,96.05,251,62.04,79.82,44.69,27,11.53,13.58,32.34,0.95,4.28,82.27,26.96,249.27,7.99,50.38,99.42,No,58,0.99,2,73.71,4.76,Detected,87.29,62.55,28.64,49.19,63,25.89,844,79.54,0.284,94.53,Optimized
3454,2024-07-03 08:24:00,WH_04,Zone_F,RACK_070,PROD_00280,79,88,62,44,168,97.66,127,57.99,97.44,14.87,35,2.54,13.69,22.96,2.57,2.52,41.85,74.74,426.45,15.69,78.04,94.28,Yes,25,0.63,17,38.42,52.17,Detected,97.84,45.35,31.69,45.94,130,13.1,536,70.29,0.013,59.53,Optimized
3455,2024-05-01 12:01:00,WH_03,Zone_A,RACK_024,PROD_00520,43,693,106,165,76,92.85,868,79.56,68.32,54.71,5,14.84,5.0,22.62,3.02,4.81,70.59,51.81,511.24,22.35,71.11,83.55,No,6,0.91,1,96.36,45.91,Not Detected,80.39,79.94,30.11,67.82,90,46.43,967,42.1,0.956,58.45,Optimized
3456,2024-07-02 22:50:00,WH_01,Zone_F,RACK_048,PROD_00418,154,739,155,177,145,97.88,613,81.46,87.99,51.97,65,1.53,7.48,12.15,3.19,0.12,61.99,41.53,696.49,19.81,52.69,86.16,No,51,0.69,6,64.41,8.66,Detected,72.54,63.12,33.63,54.49,46,34.71,868,48.28,0.612,85.65,Optimized
3457,2024-03-23 03:10:00,WH_04,Zone_E,RACK_057,PROD_00316,269,366,163,155,36,98.17,681,50.29,95.87,57.09,15,6.91,10.09,19.4,1.72,3.25,60.11,60.5,126.54,22.27,96.74,75.87,No,54,0.5,6,39.58,73.01,Detected,83.21,52.63,21.81,63.3,42,53.0,716,94.3,0.117,67.64,Optimized
3458,2024-04-28 20:20:00,WH_05,Zone_A,RACK_022,PROD_00121,114,203,46,145,170,95.49,271,69.17,98.13,25.89,26,12.9,2.58,19.38,2.57,5.23,32.98,57.14,562.41,5.08,86.91,90.49,No,23,0.98,16,41.14,31.55,Detected,77.12,94.11,29.51,49.57,107,30.79,951,79.74,0.737,78.93,Optimized
3459,2024-07-14 14:47:00,WH_03,Zone_E,RACK_031,PROD_00109,175,39,21,33,33,90.31,365,74.38,60.85,53.55,12,8.06,2.18,16.55,3.03,2.47,36.46,72.23,884.02,21.56,26.2,63.4,No,47,0.27,10,22.89,8.07,Detected,96.74,98.48,30.06,50.76,127,11.75,691,43.41,0.92,51.84,Optimized
3460,2024-01-02 01:40:00,WH_09,Zone_B,RACK_017,PROD_00563,47,638,11,143,7,96.13,93,55.01,62.44,59.27,63,13.05,12.84,33.71,1.68,4.39,65.87,93.8,659.08,8.17,69.95,96.86,No,56,0.83,14,69.77,71.9,Not Detected,86.74,98.28,19.23,64.76,83,55.66,393,56.61,0.973,97.57,Optimized
3461,2024-02-18 10:10:00,WH_04,Zone_F,RACK_031,PROD_00183,272,776,183,159,65,98.3,125,52.1,73.12,20.27,29,17.69,10.29,32.11,2.69,2.8,74.89,44.66,500.04,15.85,60.81,89.63,No,59,0.85,3,74.69,11.07,Detected,82.24,97.19,31.31,52.01,40,19.05,913,59.93,0.04,76.92,Optimized
3462,2024-08-01 18:31:00,WH_08,Zone_A,RACK_001,PROD_00567,272,631,179,103,73,97.58,772,59.24,78.8,50.38,45,14.52,4.72,23.15,3.18,0.58,85.31,47.47,870.32,5.91,88.94,82.69,Yes,56,0.61,12,55.59,19.77,Detected,80.55,17.1,29.99,44.19,69,24.19,861,41.89,0.507,90.68,Optimized
3463,2024-09-12 18:22:00,WH_03,Zone_C,RACK_055,PROD_00355,217,72,26,117,9,91.7,166,94.83,68.76,52.16,24,7.27,13.73,22.88,1.33,0.45,85.93,96.17,597.42,16.92,30.13,70.15,Yes,57,0.59,17,90.27,34.11,Detected,97.75,79.33,23.31,66.32,55,16.77,417,46.53,0.483,97.42,Optimized
3464,2024-10-09 03:47:00,WH_06,Zone_A,RACK_074,PROD_00504,139,21,64,159,87,95.35,488,56.31,71.36,41.63,14,16.73,3.62,22.66,0.92,4.23,34.57,80.16,793.69,19.01,97.23,61.99,Yes,17,0.37,14,37.7,91.02,Detected,76.23,68.97,25.51,43.58,132,5.46,988,73.49,0.324,92.78,Optimized
3465,2024-10-03 12:11:00,WH_06,Zone_C,RACK_031,PROD_00250,222,738,59,121,127,98.51,76,58.07,98.35,34.86,28,15.13,6.6,26.05,1.42,4.28,63.08,75.69,743.48,13.18,64.88,96.42,No,19,0.39,14,50.39,66.96,Not Detected,85.48,42.57,33.81,48.79,44,40.2,426,74.42,0.738,71.89,Optimized
3466,2024-04-11 05:59:00,WH_03,Zone_B,RACK_046,PROD_00259,227,516,12,154,42,97.04,668,50.64,83.78,43.06,66,7.04,8.34,20.88,2.17,2.31,56.98,91.91,817.08,5.49,59.78,57.57,Yes,30,0.9,15,35.34,92.1,Detected,85.55,85.36,27.92,47.21,146,56.09,796,76.02,0.688,93.62,Optimized
3467,2024-12-21 04:00:00,WH_05,Zone_F,RACK_060,PROD_00399,287,146,113,79,160,97.56,121,54.46,89.94,30.7,9,1.52,5.54,10.16,2.5,2.26,61.74,95.41,828.79,14.17,61.94,70.81,No,15,0.81,9,75.67,14.82,Detected,85.46,95.53,29.86,48.98,42,41.82,680,38.12,0.362,69.26,Optimized
3468,2024-03-11 12:49:00,WH_07,Zone_B,RACK_016,PROD_00513,51,410,204,78,144,93.18,757,93.71,99.23,3.24,14,4.9,8.09,19.53,3.27,5.18,42.7,96.4,814.22,18.64,69.23,64.23,Yes,32,0.33,14,21.09,65.22,Detected,97.87,29.62,22.96,35.99,40,22.86,363,89.87,0.184,96.78,Optimized
3469,2024-04-05 19:25:00,WH_09,Zone_A,RACK_067,PROD_00208,145,306,145,58,172,92.97,541,53.38,75.22,56.86,63,3.32,4.59,14.87,1.39,5.08,53.01,84.02,799.97,15.34,49.59,87.8,Yes,18,0.84,18,48.94,72.23,Detected,95.57,44.26,25.84,58.45,139,11.75,659,76.72,0.1,90.08,Optimized
3470,2024-10-09 16:19:00,WH_08,Zone_E,RACK_068,PROD_00023,175,164,145,78,19,90.27,660,50.72,73.39,18.56,30,5.44,14.32,20.91,2.56,1.73,59.39,84.18,790.34,20.15,31.58,73.28,Yes,20,0.7,11,78.03,73.51,Not Detected,87.21,55.19,21.94,37.61,137,6.08,301,49.17,0.177,53.95,Optimized
3471,2024-05-28 13:02:00,WH_06,Zone_E,RACK_003,PROD_00579,175,826,100,157,33,91.54,376,60.51,74.66,57.84,25,13.0,7.4,22.58,1.19,1.22,36.63,41.62,251.11,12.14,88.68,79.01,No,16,0.35,4,29.57,27.8,Detected,71.17,70.48,23.44,73.89,78,43.86,813,50.73,0.831,68.17,Optimized
3472,2024-04-30 11:16:00,WH_03,Zone_C,RACK_071,PROD_00103,76,159,81,91,55,95.02,519,80.42,75.79,48.73,30,12.06,9.83,28.57,1.23,3.09,60.74,45.28,363.24,12.4,61.18,98.97,Yes,16,0.97,16,24.27,84.75,Not Detected,94.38,42.19,24.55,42.65,88,26.45,320,62.8,0.759,79.59,Optimized
3473,2024-01-26 12:51:00,WH_02,Zone_A,RACK_001,PROD_00534,71,64,271,32,166,90.97,173,77.42,67.66,24.42,0,9.76,2.68,17.43,2.95,4.8,27.73,68.99,938.59,19.86,55.53,96.1,No,50,0.63,18,84.86,70.95,Detected,99.55,31.27,30.24,65.8,25,25.07,344,39.87,0.088,82.08,Optimized
3474,2024-09-16 03:34:00,WH_01,Zone_B,RACK_077,PROD_00511,288,618,253,104,107,99.19,309,76.56,99.61,46.39,15,5.02,10.58,18.81,2.46,5.48,86.13,71.48,819.51,11.84,95.81,65.92,No,34,0.35,6,83.52,82.5,Detected,78.18,80.73,33.9,67.66,111,54.48,992,40.03,0.312,51.31,Optimized
3475,2024-10-13 12:24:00,WH_06,Zone_A,RACK_052,PROD_00482,115,378,244,72,164,98.5,813,49.86,92.31,8.89,1,16.96,8.0,28.96,3.27,2.72,45.43,45.29,847.93,20.41,31.84,88.6,No,26,0.23,1,49.73,99.93,Not Detected,84.32,42.46,18.29,61.76,88,11.24,870,54.56,0.072,51.7,Optimized
3476,2024-01-07 02:09:00,WH_09,Zone_F,RACK_033,PROD_00343,12,463,294,6,27,92.6,693,88.55,73.83,52.15,15,7.94,5.06,15.17,2.72,3.18,69.17,50.71,126.47,19.53,80.93,97.77,Yes,24,0.33,14,64.82,14.44,Not Detected,73.36,39.78,21.64,72.4,80,20.92,538,94.89,0.061,88.28,Optimized
3477,2024-10-02 21:09:00,WH_10,Zone_A,RACK_007,PROD_00295,231,532,53,112,125,91.84,697,63.71,65.31,40.29,18,17.11,3.67,26.18,1.98,1.48,44.91,89.57,264.25,7.88,80.44,87.4,Yes,12,0.48,10,95.33,49.81,Not Detected,92.87,30.04,25.47,49.79,49,22.0,472,46.0,0.056,53.67,Optimized
3478,2024-07-05 16:06:00,WH_07,Zone_F,RACK_072,PROD_00449,39,574,82,158,13,95.69,106,98.56,88.27,51.68,5,9.22,13.57,26.9,2.09,2.47,51.6,22.42,210.33,19.87,63.17,62.78,No,6,0.37,15,98.86,24.15,Not Detected,98.14,31.58,19.11,74.71,143,31.63,738,44.65,0.973,94.11,Optimized
3479,2024-12-30 23:01:00,WH_02,Zone_A,RACK_038,PROD_00016,265,515,22,124,33,96.51,764,86.04,95.77,54.27,42,4.03,12.46,22.76,2.06,1.63,58.72,77.53,458.84,18.65,39.89,68.77,Yes,38,0.75,9,65.62,69.6,Detected,84.51,40.4,21.61,42.55,74,38.15,621,51.72,0.819,71.97,Optimized
3480,2024-01-01 20:45:00,WH_03,Zone_D,RACK_015,PROD_00286,97,130,69,124,27,90.42,733,83.03,94.6,56.6,49,7.65,6.34,16.26,0.9,1.74,28.77,83.67,96.37,13.14,58.22,77.24,No,60,0.92,7,76.36,22.05,Detected,92.59,78.38,23.07,38.04,67,54.57,765,53.39,0.305,62.84,Optimized
3481,2024-05-09 02:17:00,WH_06,Zone_A,RACK_039,PROD_00249,233,146,274,82,177,96.3,141,61.7,70.8,16.33,11,5.84,9.25,17.52,1.23,0.2,37.2,73.58,204.56,17.41,44.16,99.9,Yes,25,0.21,9,54.8,26.01,Not Detected,73.1,78.02,29.53,52.92,43,23.18,335,48.28,0.77,75.97,Optimized
3482,2024-08-09 22:10:00,WH_07,Zone_A,RACK_043,PROD_00530,73,46,110,15,56,90.29,276,62.04,77.87,32.22,3,5.14,10.82,19.97,1.28,5.2,32.32,87.17,398.78,22.62,34.53,61.57,No,7,0.45,10,80.72,16.21,Detected,99.78,92.24,25.13,60.13,143,35.89,368,52.48,0.499,92.21,Optimized
3483,2024-09-27 17:25:00,WH_05,Zone_B,RACK_001,PROD_00285,300,707,63,39,54,91.72,255,68.27,70.01,58.71,34,15.28,10.17,29.57,2.13,1.21,26.04,32.15,820.7,9.13,69.92,62.49,Yes,10,0.4,11,25.62,52.03,Detected,89.47,53.35,30.19,66.45,27,57.76,584,89.17,0.077,51.66,Optimized
3484,2024-04-26 07:17:00,WH_04,Zone_B,RACK_068,PROD_00455,216,461,241,36,170,95.87,533,94.47,71.17,11.0,0,2.41,3.79,9.77,3.34,4.41,31.83,78.92,446.46,20.65,90.11,89.6,No,24,0.44,13,77.29,91.89,Not Detected,72.45,52.2,29.94,68.47,110,48.59,901,58.46,0.411,65.55,Optimized
3485,2024-07-05 04:26:00,WH_09,Zone_F,RACK_025,PROD_00558,172,46,263,18,39,96.22,521,97.19,86.21,43.15,58,7.44,3.69,17.73,3.26,2.37,63.64,84.24,548.7,15.88,57.46,79.83,Yes,47,0.27,17,27.47,45.88,Detected,72.73,12.51,30.7,64.29,122,26.72,390,90.62,0.035,68.02,Optimized
3486,2024-03-03 19:58:00,WH_09,Zone_F,RACK_001,PROD_00009,243,60,244,27,27,90.07,635,73.3,79.76,22.06,27,9.02,8.77,21.19,2.84,4.08,45.83,66.96,681.93,17.25,64.38,92.17,No,14,0.43,15,40.71,11.6,Detected,87.74,79.4,31.16,50.61,146,28.26,509,81.7,0.804,98.55,Optimized
3487,2024-06-17 13:42:00,WH_08,Zone_C,RACK_049,PROD_00284,193,507,276,88,26,93.14,74,86.04,94.8,1.37,56,9.12,2.43,16.75,2.5,5.45,28.8,65.15,414.9,16.33,46.96,85.89,Yes,9,0.31,5,97.34,17.34,Not Detected,99.12,82.07,30.94,64.04,103,16.73,450,82.75,0.885,75.17,Optimized
3488,2024-03-24 20:24:00,WH_10,Zone_D,RACK_068,PROD_00174,226,177,57,4,180,95.04,382,80.5,70.82,46.09,63,9.19,12.05,23.99,1.66,2.44,50.59,76.8,112.16,23.5,75.35,81.31,No,53,0.34,4,78.77,34.65,Detected,89.47,22.92,28.78,68.77,88,52.51,490,58.19,0.495,88.88,Optimized
3489,2024-04-02 17:24:00,WH_06,Zone_C,RACK_063,PROD_00013,192,615,248,103,100,99.75,555,58.48,92.87,46.96,44,16.59,12.69,35.48,1.61,2.49,41.02,60.3,640.31,23.48,94.43,65.3,No,42,0.34,18,89.6,94.97,Detected,78.49,12.64,18.76,65.05,88,20.49,319,74.71,0.966,70.89,Optimized
3490,2024-04-07 05:39:00,WH_09,Zone_E,RACK_057,PROD_00497,227,427,158,145,61,96.96,139,94.25,92.18,35.73,39,6.54,5.89,20.08,1.6,0.34,29.38,35.1,747.47,17.04,76.96,81.86,Yes,9,0.44,11,83.06,72.35,Detected,71.02,70.47,31.52,64.47,70,21.38,769,50.51,0.638,96.97,Optimized
3491,2024-02-24 05:41:00,WH_07,Zone_D,RACK_070,PROD_00084,212,356,142,32,125,99.34,401,65.07,90.43,42.18,15,17.58,5.04,25.24,3.02,1.05,62.59,92.27,625.11,8.95,31.76,96.82,Yes,8,0.86,13,37.07,15.78,Detected,86.1,63.96,31.13,74.72,81,26.86,504,75.66,0.541,69.39,Optimized
3492,2024-05-28 18:33:00,WH_09,Zone_C,RACK_032,PROD_00410,279,500,267,3,70,99.64,446,56.65,72.47,54.61,10,6.08,14.31,26.72,0.8,4.28,67.56,98.81,329.2,22.73,29.69,82.77,No,30,0.25,12,39.66,35.15,Detected,91.42,11.82,29.48,57.15,119,42.2,736,60.68,0.565,94.37,Optimized
