Timestamp,Warehouse_ID,Section_ID,Shelf_ID,Product_ID,RFID_Tag_ID,Current_Stock_Level,Stock_Capacity,Temperature_C,Humidity_%,Order_ID,Order_Quantity,Order_Fulfillment_Time_sec,Picking_Route_ID,Agent_ID,Transport_Delay_sec,Actual_Demand,Target
2024-01-04 16:20:00,W1,A01,S29,P154,T97945,185,188,24.48,60.1,O8764,35,47,R001,Agt042,56,45,0
2024-01-04 16:30:00,W2,A06,S07,P133,T12602,106,172,18.09,43.85,O3830,16,259,R005,Agt054,45,34,0
2024-01-04 16:40:00,W1,A05,S30,P186,T92588,164,170,18.17,38.83,O1320,7,426,R022,Agt058,101,87,0
2024-01-04 16:50:00,W1,A06,S03,P132,T63119,37,232,19.97,58.45,O3101,4,230,R045,Agt095,34,52,1
2024-01-04 17:00:00,W3,A16,S21,P191,T64881,19,223,26.04,65.83,O4971,37,443,R042,Agt054,35,10,0
2024-01-04 17:10:00,W2,A07,S03,P125,T96870,149,170,24.07,48.38,O4027,14,54,R017,Agt090,43,16,0
2024-01-04 17:20:00,W1,A04,S30,P154,T84886,154,288,19.07,68.64,O6212,3,414,R034,Agt056,29,61,0
2024-01-04 17:30:00,W1,A09,S29,P189,T11268,92,174,27.39,44.43,O4926,44,456,R041,Agt042,58,23,0
2024-01-04 17:40:00,W1,A06,S06,P154,T22244,9,241,24.99,38.87,O7370,49,138,R002,Agt052,52,77,1
2024-01-04 17:50:00,W2,A01,S20,P189,T14364,190,274,23.14,46.59,O7128,26,167,R024,Agt028,109,16,0
2024-01-04 18:00:00,W2,A19,S30,P150,T13394,61,176,22.02,46.78,O4342,44,236,R030,Agt089,81,61,0
2024-01-04 18:10:00,W3,A15,S30,P193,T52549,66,188,26.2,51.58,O8820,40,199,R018,Agt081,32,32,0
2024-01-04 18:20:00,W2,A13,S13,P132,T72994,89,281,24.39,61.6,O2315,8,363,R019,Agt015,54,99,1
2024-01-04 18:30:00,W2,A01,S29,P138,T41275,98,189,22.29,41.07,O3044,14,53,R011,Agt006,98,13,0
2024-01-04 18:40:00,W2,A15,S01,P194,T94223,96,227,20.84,67.25,O2994,2,160,R024,Agt074,7,71,0
2024-01-04 18:50:00,W3,A14,S19,P101,T16608,53,224,18.76,67.6,O7109,34,389,R008,Agt043,119,65,1
2024-01-04 19:00:00,W1,A18,S20,P155,T29453,112,242,25.86,38.14,O3680,41,67,R006,Agt063,54,119,1
2024-01-04 19:10:00,W3,A04,S26,P159,T49779,170,170,21.65,62.62,O2748,29,280,R038,Agt004,30,103,0
2024-01-04 19:20:00,W3,A16,S29,P137,T99870,164,262,23.02,52.26,O4630,48,41,R040,Agt004,69,79,0
2024-01-04 19:30:00,W2,A12,S06,P154,T74624,97,169,20.41,66.23,O2286,41,180,R025,Agt049,59,85,0
2024-01-04 19:40:00,W3,A18,S29,P107,T50945,77,179,27.03,57.61,O1695,21,202,R022,Agt053,73,13,0
2024-01-04 19:50:00,W2,A06,S22,P161,T35972,26,277,25.85,35.11,O7957,10,132,R001,Agt070,50,119,1
2024-01-04 20:00:00,W1,A03,S22,P171,T56414,139,265,23.66,37.38,O6832,20,465,R016,Agt074,6,101,0
2024-01-04 20:10:00,W2,A14,S13,P180,T18543,160,165,18.06,54.4,O1366,49,274,R046,Agt069,44,87,0
2024-01-04 20:20:00,W2,A19,S29,P166,T27352,67,182,22.56,54.15,O6525,33,174,R022,Agt086,28,65,0
2024-01-04 20:30:00,W2,A03,S11,P119,T61136,48,274,23.39,37.59,O3345,7,29,R024,Agt044,79,61,1
2024-01-04 20:40:00,W1,A13,S06,P140,T95995,132,157,22.33,66.73,O6128,15,253,R032,Agt011,95,112,0
2024-01-04 20:50:00,W3,A04,S26,P173,T21387,110,285,26.19,60.57,O2202,3,185,R046,Agt017,2,79,0
2024-01-04 21:00:00,W3,A19,S21,P102,T41091,148,228,23.87,53.1,O8911,21,301,R012,Agt076,21,57,0
2024-01-04 21:10:00,W1,A02,S17,P182,T95895,198,245,20.98,40.47,O8434,47,363,R008,Agt070,106,15,0
2024-01-04 21:20:00,W2,A10,S11,P125,T65349,55,207,18.49,68.35,O2158,6,425,R010,Agt043,36,15,0
2024-01-04 21:30:00,W1,A11,S29,P191,T41689,53,152,23.4,41.04,O6917,22,392,R031,Agt008,75,78,1
2024-01-04 21:40:00,W3,A18,S23,P134,T49867,161,258,18.14,42.93,O7932,6,66,R038,Agt098,77,101,0
2024-01-04 21:50:00,W1,A02,S29,P116,T70825,63,274,18.19,48.54,O3569,43,300,R049,Agt079,55,61,0
2024-01-04 22:00:00,W1,A14,S09,P146,T35371,162,231,20.39,57.7,O7043,35,20,R045,Agt095,16,88,0
2024-01-04 22:10:00,W2,A11,S24,P176,T82586,173,270,21.6,66.14,O4168,34,499,R020,Agt069,77,34,0
2024-01-04 22:20:00,W2,A18,S10,P103,T52534,112,262,22.4,47.95,O5985,11,75,R028,Agt038,76,72,0
2024-01-04 22:30:00,W2,A08,S14,P116,T94558,193,249,26.78,63.28,O7061,13,48,R041,Agt087,92,73,0
2024-01-04 22:40:00,W2,A05,S26,P135,T95913,84,152,22.69,44.25,O8467,31,377,R032,Agt041,50,18,0
2024-01-04 22:50:00,W2,A07,S04,P174,T11471,122,240,27.5,69.9,O4520,24,113,R043,Agt053,36,46,0
2024-01-04 23:00:00,W2,A17,S26,P153,T66729,43,245,23.02,48.23,O6169,8,98,R032,Agt095,65,65,1
2024-01-04 23:10:00,W2,A20,S05,P156,T30485,66,274,20.29,55.55,O4709,29,276,R011,Agt093,59,38,0
2024-01-04 23:20:00,W1,A18,S12,P142,T10720,92,274,24.27,39.62,O2112,7,313,R032,Agt053,88,30,0
2024-01-04 23:30:00,W2,A19,S12,P131,T13437,78,198,22.15,41.41,O3122,37,463,R027,Agt036,75,18,0
2024-01-04 23:40:00,W3,A10,S26,P145,T65508,58,174,20.44,61.63,O4122,5,326,R044,Agt024,59,36,0
2024-01-04 23:50:00,W1,A10,S13,P105,T55267,72,188,26.74,41.46,O1934,28,177,R019,Agt090,17,24,0
2024-01-05 00:00:00,W3,A01,S25,P149,T53711,36,160,25.98,45.31,O6431,40,276,R040,Agt097,10,118,1
2024-01-05 00:10:00,W1,A08,S08,P168,T24076,163,252,23.03,49.02,O4533,31,57,R028,Agt044,63,24,0
2024-01-05 00:20:00,W2,A13,S14,P104,T53591,79,185,19.99,38.78,O4172,16,357,R001,Agt023,5,33,0
2024-01-05 00:30:00,W3,A08,S15,P199,T52281,175,278,23.19,61.26,O6393,30,237,R032,Agt023,113,58,0
2024-01-05 00:40:00,W3,A06,S26,P153,T29927,177,231,27.63,66.37,O6039,18,65,R024,Agt006,96,87,0
2024-01-05 00:50:00,W1,A04,S29,P175,T34405,170,291,21.65,58.79,O5189,30,371,R005,Agt022,74,28,0
2024-01-05 01:00:00,W2,A20,S19,P139,T24970,43,280,22.26,45.83,O2988,6,206,R022,Agt084,40,87,1
2024-01-05 01:10:00,W2,A10,S20,P155,T55961,164,242,25.45,60.96,O7692,26,465,R040,Agt025,1,83,0
2024-01-05 01:20:00,W1,A18,S11,P131,T17305,142,295,24.59,56.22,O6273,18,39,R025,Agt077,29,74,0
2024-01-05 01:30:00,W3,A06,S22,P161,T73424,167,290,23.33,42.19,O4904,14,324,R007,Agt088,10,81,0
2024-01-05 01:40:00,W3,A06,S09,P160,T14318,10,221,27.7,51.39,O1946,22,455,R010,Agt017,78,75,1
2024-01-05 01:50:00,W2,A19,S26,P118,T71069,157,170,25.5,58.17,O3773,2,375,R025,Agt003,17,84,0
2024-01-05 02:00:00,W3,A08,S09,P106,T50346,80,244,27.58,50.93,O4072,15,492,R023,Agt026,99,29,0
2024-01-05 02:10:00,W3,A08,S03,P108,T91770,42,293,22.96,35.58,O1583,14,407,R004,Agt012,37,28,0
2024-01-05 02:20:00,W2,A05,S24,P193,T53479,180,206,20.59,36.87,O8153,34,361,R004,Agt032,25,67,0
2024-01-05 02:30:00,W3,A09,S12,P119,T14046,52,186,23.18,56.76,O7541,30,21,R022,Agt003,41,62,1
2024-01-05 02:40:00,W3,A01,S24,P166,T93468,177,245,22.2,46.42,O7547,47,154,R026,Agt007,24,60,0
2024-01-05 02:50:00,W1,A17,S26,P166,T51206,10,279,18.48,47.35,O7349,20,285,R010,Agt029,75,33,1
2024-01-05 03:00:00,W3,A09,S08,P128,T24329,114,254,21.67,55.85,O7653,43,167,R038,Agt060,67,110,0
2024-01-05 03:10:00,W1,A15,S24,P191,T98371,107,205,23.54,42.17,O6536,22,71,R043,Agt086,112,46,0
2024-01-05 03:20:00,W2,A12,S10,P129,T52147,150,280,18.73,48.44,O1711,27,485,R005,Agt021,96,43,0
2024-01-05 03:30:00,W1,A16,S11,P187,T70705,75,257,26.49,60.6,O3257,42,496,R041,Agt068,35,99,1
2024-01-05 03:40:00,W1,A12,S12,P131,T72528,5,179,21.6,64.54,O9601,45,105,R030,Agt070,84,53,1
2024-01-05 03:50:00,W2,A10,S06,P131,T91685,55,218,27.06,54.38,O1069,5,370,R036,Agt030,107,41,0
2024-01-05 04:00:00,W3,A08,S17,P155,T49921,21,191,26.26,36.06,O7317,29,376,R030,Agt080,22,110,1
2024-01-05 04:10:00,W2,A16,S14,P141,T21859,53,160,26.52,45.43,O3346,49,499,R017,Agt057,46,67,1
2024-01-05 04:20:00,W2,A19,S13,P161,T48082,88,248,19.68,63.3,O3492,49,371,R045,Agt066,31,79,0
2024-01-05 04:30:00,W3,A14,S02,P141,T49262,46,186,20.21,42.62,O9172,16,27,R011,Agt088,111,44,0
2024-01-05 04:40:00,W1,A12,S06,P136,T27511,82,289,25.35,50.25,O2129,33,272,R012,Agt016,115,77,0
2024-01-05 04:50:00,W1,A18,S01,P100,T27412,196,197,18.54,65.86,O8981,24,180,R010,Agt062,100,47,0
2024-01-05 05:00:00,W3,A05,S19,P117,T44663,44,180,22.71,67.09,O5302,20,198,R018,Agt083,71,47,1
2024-01-05 05:10:00,W2,A12,S19,P125,T11188,126,239,23.43,41.77,O4706,25,132,R030,Agt022,67,39,0
2024-01-05 05:20:00,W2,A01,S17,P102,T37062,50,173,21.2,54.92,O1679,30,132,R032,Agt038,12,95,1
2024-01-05 05:30:00,W2,A05,S28,P109,T75484,138,168,22.84,70.0,O1440,31,422,R044,Agt018,16,57,0
2024-01-05 05:40:00,W3,A04,S23,P179,T54528,57,276,27.53,37.72,O5784,26,336,R036,Agt039,40,50,0
2024-01-05 05:50:00,W2,A10,S21,P143,T56772,163,182,20.75,69.07,O5816,39,478,R033,Agt087,111,92,0
2024-01-05 06:00:00,W1,A08,S13,P191,T76149,6,175,18.9,40.43,O4085,20,439,R029,Agt082,110,35,1
2024-01-05 06:10:00,W2,A14,S12,P141,T72380,115,196,27.6,40.97,O3106,15,188,R007,Agt064,112,59,0
2024-01-05 06:20:00,W1,A09,S29,P141,T85340,181,284,27.61,66.24,O5693,8,328,R002,Agt002,41,51,0
2024-01-05 06:30:00,W1,A18,S27,P180,T36926,194,271,22.44,47.66,O6890,39,200,R039,Agt018,103,33,0
2024-01-05 06:40:00,W3,A20,S19,P193,T57824,24,270,19.77,61.81,O9541,10,290,R008,Agt064,42,87,1
2024-01-05 06:50:00,W1,A02,S02,P196,T65639,93,205,18.53,56.74,O2796,39,265,R013,Agt077,71,85,0
2024-01-05 07:00:00,W2,A16,S09,P150,T95667,95,158,20.47,59.99,O9943,40,489,R042,Agt077,29,69,0
2024-01-05 07:10:00,W1,A16,S28,P106,T22319,132,226,25.62,64.08,O8044,43,31,R023,Agt055,36,51,0
2024-01-05 07:20:00,W2,A08,S23,P192,T17257,93,260,21.02,53.43,O5970,45,195,R007,Agt039,66,88,0
2024-01-05 07:30:00,W3,A19,S08,P160,T84266,28,180,23.45,67.47,O4409,3,226,R025,Agt022,79,11,0
2024-01-05 07:40:00,W2,A04,S01,P122,T54069,104,233,25.63,64.1,O2836,7,148,R026,Agt099,34,78,0
2024-01-05 07:50:00,W1,A17,S18,P140,T25122,60,290,26.8,41.9,O2895,11,439,R028,Agt041,107,101,1
2024-01-05 08:00:00,W2,A16,S04,P115,T71979,161,245,22.62,66.31,O7322,25,222,R047,Agt002,21,36,0
2024-01-05 08:10:00,W3,A01,S26,P161,T43961,103,299,21.75,44.97,O6237,43,462,R025,Agt002,28,46,0
2024-01-05 08:20:00,W2,A17,S21,P157,T71697,149,245,20.79,59.22,O9612,6,175,R004,Agt050,4,80,0
2024-01-05 08:30:00,W2,A12,S01,P153,T78870,122,297,23.74,57.27,O3283,26,386,R005,Agt002,44,84,0
2024-01-05 08:40:00,W3,A09,S01,P171,T44296,50,181,25.54,48.77,O4293,12,341,R049,Agt073,14,47,0
2024-01-05 08:50:00,W1,A06,S04,P155,T56706,17,208,24.34,38.6,O7413,12,288,R047,Agt089,49,32,1
2024-01-05 09:00:00,W2,A09,S06,P119,T73067,198,180,20.73,44.43,O2841,37,263,R002,Agt023,20,104,0
2024-01-05 09:10:00,W2,A14,S09,P101,T92645,21,292,26.78,56.3,O6076,33,81,R020,Agt044,38,13,0
2024-01-05 09:20:00,W2,A10,S24,P183,T31564,75,281,19.56,53.39,O6039,23,297,R015,Agt058,109,11,0
2024-01-05 09:30:00,W1,A20,S06,P173,T69634,73,297,27.34,37.28,O7851,30,365,R029,Agt030,107,38,0
2024-01-05 09:40:00,W1,A12,S21,P168,T80691,75,296,20.46,50.44,O9953,37,66,R034,Agt046,57,19,0
2024-01-05 09:50:00,W2,A07,S15,P164,T80335,12,191,19.25,63.24,O5356,47,132,R017,Agt091,57,88,1
2024-01-05 10:00:00,W1,A16,S23,P110,T49305,56,252,23.26,48.73,O5290,28,65,R003,Agt099,74,10,0
2024-01-05 10:10:00,W3,A09,S21,P180,T35063,117,173,24.48,61.63,O9079,1,376,R025,Agt085,86,16,0
2024-01-05 10:20:00,W3,A09,S14,P148,T71461,82,273,25.22,66.38,O2767,45,45,R033,Agt072,99,110,1
2024-01-05 10:30:00,W2,A13,S13,P115,T84780,143,222,21.84,62.49,O7751,37,181,R003,Agt011,27,77,0
2024-01-05 10:40:00,W2,A03,S20,P114,T99454,24,208,20.93,63.25,O1932,25,31,R046,Agt050,70,118,1
2024-01-05 10:50:00,W1,A06,S12,P162,T70573,183,181,20.43,68.59,O7268,18,396,R047,Agt010,85,104,0
2024-01-05 11:00:00,W1,A20,S04,P171,T12216,42,278,24.29,37.09,O8409,3,161,R027,Agt008,97,16,0
2024-01-05 11:10:00,W1,A18,S04,P193,T91207,50,256,25.22,43.26,O7615,28,233,R040,Agt045,31,46,0
2024-01-05 11:20:00,W3,A11,S18,P136,T89146,163,288,27.74,62.54,O8058,22,481,R026,Agt093,35,33,0
2024-01-05 11:30:00,W3,A17,S03,P143,T37351,27,280,19.95,52.56,O3350,20,365,R035,Agt037,2,63,1
2024-01-05 11:40:00,W2,A11,S14,P163,T16337,19,193,26.76,53.6,O5160,20,465,R037,Agt044,55,53,1
2024-01-05 11:50:00,W3,A19,S19,P192,T58450,49,266,23.88,40.55,O8190,47,452,R026,Agt098,111,110,1
2024-01-05 12:00:00,W3,A16,S01,P114,T26242,139,214,24.68,67.7,O9521,20,75,R048,Agt077,117,91,0
2024-01-05 12:10:00,W2,A08,S01,P164,T77068,76,206,19.58,43.57,O5264,31,440,R030,Agt091,103,67,0
2024-01-05 12:20:00,W1,A13,S01,P154,T16808,40,173,21.72,39.86,O7218,25,140,R024,Agt066,60,71,1
2024-01-05 12:30:00,W3,A08,S30,P140,T66073,98,211,25.83,45.93,O4033,41,235,R033,Agt064,61,98,0
2024-01-05 12:40:00,W3,A17,S02,P141,T39498,75,244,23.32,42.21,O8817,32,167,R028,Agt025,92,67,0
2024-01-05 12:50:00,W2,A05,S03,P110,T33239,40,238,20.36,64.92,O3402,36,110,R002,Agt037,10,30,0
2024-01-05 13:00:00,W3,A13,S17,P191,T16825,173,161,26.12,35.98,O4227,4,95,R046,Agt011,72,19,0
2024-01-05 13:10:00,W3,A02,S22,P147,T72884,108,181,24.51,50.59,O1393,17,380,R008,Agt014,14,105,0
2024-01-05 13:20:00,W1,A02,S03,P104,T81126,90,203,21.07,40.49,O7719,29,296,R002,Agt093,119,42,0
2024-01-05 13:30:00,W3,A17,S26,P171,T19831,184,230,19.43,45.36,O4245,14,399,R029,Agt004,21,98,0
2024-01-05 13:40:00,W1,A05,S27,P182,T43910,63,248,18.1,36.89,O8617,6,420,R004,Agt023,11,118,1
2024-01-05 13:50:00,W2,A17,S18,P193,T10686,102,257,25.03,64.25,O4934,15,367,R027,Agt060,71,92,0
2024-01-05 14:00:00,W2,A05,S30,P132,T25674,65,234,21.57,48.76,O8720,16,237,R030,Agt077,5,81,1
2024-01-05 14:10:00,W1,A17,S22,P169,T60287,83,183,26.55,35.95,O4181,44,449,R010,Agt045,44,55,0
2024-01-05 14:20:00,W3,A19,S13,P197,T22347,77,282,23.19,57.93,O4035,46,55,R018,Agt060,104,77,0
2024-01-05 14:30:00,W1,A05,S17,P181,T39760,92,197,21.46,42.87,O2909,36,307,R013,Agt001,66,77,0
2024-01-05 14:40:00,W2,A07,S13,P115,T22023,5,264,21.66,57.11,O5704,26,267,R031,Agt006,93,106,1
2024-01-05 14:50:00,W1,A10,S05,P136,T75099,13,224,27.47,53.43,O8448,34,471,R049,Agt062,70,49,1
2024-01-05 15:00:00,W3,A11,S29,P186,T58083,149,295,22.73,52.57,O4849,11,296,R037,Agt068,44,43,0
2024-01-05 15:10:00,W3,A15,S04,P179,T97698,77,206,18.73,53.98,O4198,30,284,R040,Agt075,17,21,0
2024-01-05 15:20:00,W3,A03,S02,P182,T99238,26,212,20.57,67.74,O4083,37,241,R034,Agt057,43,37,1
2024-01-05 15:30:00,W2,A14,S08,P156,T17178,116,153,24.27,48.35,O3155,18,415,R020,Agt003,56,114,0
2024-01-05 15:40:00,W1,A11,S14,P117,T37974,142,173,20.43,35.99,O8347,8,27,R003,Agt050,119,106,0
2024-01-05 15:50:00,W1,A13,S09,P182,T50133,196,265,19.49,58.65,O1577,7,93,R014,Agt050,28,30,0
2024-01-05 16:00:00,W2,A10,S11,P193,T74382,15,248,26.88,41.35,O3975,39,435,R033,Agt053,57,32,1
2024-01-05 16:10:00,W2,A11,S30,P161,T74080,97,166,18.43,53.61,O9416,24,154,R013,Agt048,110,52,0
2024-01-05 16:20:00,W1,A05,S01,P198,T68336,38,180,27.05,38.35,O4354,21,301,R023,Agt051,73,37,0
2024-01-05 16:30:00,W2,A10,S16,P130,T78366,174,222,23.19,50.22,O5859,19,481,R013,Agt086,80,21,0
2024-01-05 16:40:00,W2,A20,S22,P155,T68280,199,233,25.32,45.68,O2382,10,216,R032,Agt034,66,24,0
2024-01-05 16:50:00,W1,A20,S21,P111,T89214,75,202,26.47,39.44,O1837,35,350,R005,Agt031,88,43,0
2024-01-05 17:00:00,W3,A05,S05,P128,T90023,149,186,22.62,56.37,O6433,41,411,R022,Agt019,116,10,0
2024-01-05 17:10:00,W2,A03,S07,P138,T15787,54,210,23.14,45.22,O3533,20,278,R004,Agt057,47,81,1
2024-01-05 17:20:00,W3,A19,S29,P188,T51224,177,169,27.74,42.68,O6499,7,360,R008,Agt083,115,54,0
2024-01-05 17:30:00,W1,A05,S30,P163,T60808,140,195,20.73,56.45,O9329,10,142,R033,Agt070,22,100,0
2024-01-05 17:40:00,W3,A03,S02,P110,T58022,28,205,24.21,65.25,O5311,29,397,R010,Agt058,28,22,0
2024-01-05 17:50:00,W3,A12,S26,P178,T68443,184,272,26.04,64.43,O2513,6,325,R026,Agt049,92,46,0
2024-01-05 18:00:00,W3,A04,S03,P112,T94340,82,182,21.8,35.81,O1315,43,440,R049,Agt063,92,72,0
2024-01-05 18:10:00,W1,A12,S21,P133,T99615,82,179,22.96,52.71,O7548,32,212,R043,Agt059,8,66,0
2024-01-05 18:20:00,W2,A20,S25,P109,T49664,161,198,20.71,48.11,O5631,36,125,R030,Agt068,10,10,0
2024-01-05 18:30:00,W1,A20,S05,P170,T85135,71,274,25.01,57.7,O1771,44,209,R020,Agt090,113,99,1
2024-01-05 18:40:00,W2,A03,S07,P131,T49539,53,274,21.77,60.46,O8681,20,250,R041,Agt036,52,10,0
2024-01-05 18:50:00,W3,A03,S18,P138,T39452,160,170,24.61,66.87,O9488,43,169,R014,Agt020,55,113,0
2024-01-05 19:00:00,W3,A11,S06,P159,T32170,55,203,22.1,59.41,O6114,26,248,R004,Agt017,62,34,0
2024-01-05 19:10:00,W3,A08,S19,P170,T45815,46,270,27.34,58.06,O3667,37,346,R027,Agt063,95,59,1
2024-01-05 19:20:00,W2,A08,S12,P151,T23341,173,194,18.2,68.25,O9044,10,69,R028,Agt095,108,62,0
2024-01-05 19:30:00,W1,A18,S27,P141,T21773,21,277,23.52,68.19,O6342,47,190,R037,Agt093,59,67,1
2024-01-05 19:40:00,W2,A12,S05,P151,T89870,57,216,26.66,47.3,O7045,11,127,R009,Agt064,5,57,0
2024-01-05 19:50:00,W3,A14,S03,P130,T60397,129,172,26.75,48.81,O4112,33,157,R002,Agt011,29,75,0
2024-01-05 20:00:00,W1,A09,S09,P171,T54033,98,276,20.29,54.2,O5329,6,455,R020,Agt097,15,29,0
2024-01-05 20:10:00,W1,A16,S09,P190,T71909,60,210,18.91,63.45,O8832,24,391,R010,Agt091,102,35,0
2024-01-05 20:20:00,W1,A12,S17,P115,T78985,186,278,24.86,65.98,O1625,20,164,R014,Agt087,96,60,0
2024-01-05 20:30:00,W2,A12,S28,P178,T41325,90,228,21.1,51.91,O4065,27,288,R019,Agt048,7,100,1
2024-01-05 20:40:00,W2,A01,S29,P158,T74107,131,262,25.79,45.2,O7402,4,155,R007,Agt013,45,78,0
2024-01-05 20:50:00,W2,A08,S08,P147,T61863,148,190,25.91,37.06,O2359,42,65,R027,Agt052,114,46,0
2024-01-05 21:00:00,W3,A06,S27,P109,T38489,84,177,27.41,46.04,O1132,23,287,R033,Agt015,22,78,0
2024-01-05 21:10:00,W3,A06,S05,P171,T96330,95,262,22.18,50.52,O6001,12,274,R011,Agt091,100,61,0
2024-01-05 21:20:00,W3,A14,S20,P121,T36788,109,179,25.54,36.01,O1015,8,66,R025,Agt042,4,45,0
2024-01-05 21:30:00,W2,A11,S08,P171,T65104,10,252,25.3,55.28,O5875,38,468,R022,Agt057,65,77,1
2024-01-05 21:40:00,W1,A18,S13,P170,T61247,170,171,24.75,55.83,O7696,45,303,R014,Agt039,119,25,0
2024-01-05 21:50:00,W2,A03,S28,P115,T40102,159,244,23.21,61.93,O5009,23,56,R012,Agt044,17,22,0
2024-01-05 22:00:00,W3,A13,S12,P158,T66516,57,250,20.34,60.14,O2566,40,32,R007,Agt092,25,36,0
2024-01-05 22:10:00,W3,A17,S18,P107,T82411,74,272,24.89,67.81,O7893,3,98,R023,Agt084,4,109,1
2024-01-05 22:20:00,W3,A20,S14,P141,T70426,140,237,21.44,54.02,O9606,49,214,R036,Agt058,48,83,0
2024-01-05 22:30:00,W3,A10,S23,P197,T44087,154,189,22.58,50.4,O1611,9,238,R017,Agt074,34,76,0
2024-01-05 22:40:00,W2,A05,S15,P122,T13770,92,154,21.21,54.32,O5909,17,375,R026,Agt094,50,74,0
2024-01-05 22:50:00,W3,A19,S06,P109,T51232,127,183,19.41,38.94,O3465,36,67,R039,Agt097,66,54,0
2024-01-05 23:00:00,W2,A19,S02,P122,T57409,159,269,21.54,65.14,O1786,17,158,R038,Agt009,38,101,0
2024-01-05 23:10:00,W2,A19,S22,P145,T40594,71,223,22.46,45.37,O6498,47,199,R019,Agt097,73,17,0
2024-01-05 23:20:00,W2,A14,S18,P148,T89829,93,296,27.84,36.04,O7653,43,380,R029,Agt080,109,56,0
2024-01-05 23:30:00,W2,A06,S06,P176,T25225,142,287,22.68,38.06,O1851,29,232,R008,Agt036,76,37,0
2024-01-05 23:40:00,W3,A07,S03,P120,T77756,12,215,18.27,59.31,O9588,27,440,R015,Agt092,118,70,1
2024-01-05 23:50:00,W2,A01,S02,P162,T83362,5,217,23.68,39.17,O9651,23,215,R027,Agt087,58,71,1
2024-01-06 00:00:00,W3,A02,S23,P129,T21879,39,238,25.97,50.71,O1010,32,477,R002,Agt094,34,33,0
2024-01-06 00:10:00,W2,A16,S04,P122,T12327,7,151,25.64,60.64,O9230,38,492,R002,Agt013,16,20,1
2024-01-06 00:20:00,W3,A10,S17,P194,T83704,98,238,21.49,54.92,O1055,38,308,R029,Agt076,63,117,1
2024-01-06 00:30:00,W1,A06,S08,P184,T55136,157,296,25.98,40.8,O2851,8,308,R045,Agt042,48,86,0
2024-01-06 00:40:00,W1,A01,S20,P126,T13644,123,262,22.13,42.79,O7760,11,365,R018,Agt032,58,85,0
2024-01-06 00:50:00,W3,A10,S10,P160,T71956,6,184,25.69,67.41,O6358,26,233,R048,Agt006,29,49,1
2024-01-06 01:00:00,W3,A16,S19,P164,T92306,103,196,18.76,55.58,O6069,20,407,R024,Agt040,52,80,0
2024-01-06 01:10:00,W2,A19,S13,P195,T94288,131,279,20.57,68.42,O3910,8,167,R014,Agt033,8,104,0
2024-01-06 01:20:00,W2,A12,S07,P101,T74587,48,200,19.93,58.41,O1341,37,346,R046,Agt086,71,93,1
2024-01-06 01:30:00,W1,A14,S30,P106,T26093,161,294,19.93,45.77,O1007,17,419,R014,Agt027,4,40,0
2024-01-06 01:40:00,W3,A14,S23,P101,T51312,153,280,24.02,46.56,O8676,47,292,R017,Agt088,48,63,0
2024-01-06 01:50:00,W1,A01,S09,P154,T29488,66,222,26.33,56.33,O5373,29,92,R025,Agt071,48,95,1
2024-01-06 02:00:00,W1,A17,S20,P129,T40108,79,184,18.52,67.91,O4053,44,427,R039,Agt087,47,25,0
2024-01-06 02:10:00,W2,A11,S03,P165,T82434,83,293,27.3,55.73,O7493,37,449,R026,Agt032,113,36,0
2024-01-06 02:20:00,W1,A03,S09,P144,T13195,146,208,19.42,56.2,O4020,43,40,R027,Agt095,12,54,0
2024-01-06 02:30:00,W1,A06,S01,P153,T34842,150,156,20.89,56.57,O8496,14,311,R028,Agt076,16,88,0
2024-01-06 02:40:00,W2,A20,S20,P190,T27876,189,276,25.89,39.75,O9419,1,78,R037,Agt077,6,64,0
2024-01-06 02:50:00,W1,A02,S07,P139,T64716,160,297,18.69,44.67,O3936,32,197,R016,Agt011,72,49,0
2024-01-06 03:00:00,W1,A20,S03,P176,T28601,153,183,23.42,47.06,O4205,44,48,R005,Agt053,51,19,0
2024-01-06 03:10:00,W1,A07,S30,P177,T48837,159,239,22.3,54.59,O7850,12,33,R032,Agt032,116,17,0
2024-01-06 03:20:00,W2,A08,S25,P110,T65726,40,172,20.83,47.15,O8876,1,397,R030,Agt015,84,23,0
2024-01-06 03:30:00,W1,A05,S04,P163,T12902,58,197,25.74,65.0,O2043,28,168,R034,Agt037,103,47,0
2024-01-06 03:40:00,W1,A16,S06,P137,T58439,19,170,21.87,55.61,O8487,12,369,R035,Agt067,119,91,1
2024-01-06 03:50:00,W3,A08,S22,P189,T84785,158,241,24.54,36.05,O3442,31,293,R005,Agt088,84,26,0
2024-01-06 04:00:00,W3,A08,S26,P199,T49950,10,213,21.8,51.45,O4790,20,249,R044,Agt017,63,74,1
2024-01-06 04:10:00,W2,A01,S09,P129,T29629,5,173,19.77,65.98,O1637,49,198,R010,Agt057,16,66,1
2024-01-06 04:20:00,W3,A09,S21,P137,T46026,168,171,18.41,47.59,O1931,42,235,R047,Agt033,25,77,0
2024-01-06 04:30:00,W2,A05,S05,P157,T90837,123,208,25.13,40.4,O4515,31,36,R006,Agt056,114,32,0
2024-01-06 04:40:00,W2,A09,S14,P174,T23369,68,206,22.87,49.66,O5278,40,323,R021,Agt023,71,65,0
